"", "X"
"7882", "em vão"
"7883", "valente"
"7884", "valentemente"
"7885", "válido"
"7886", "validade"
"7887", "valor"
"7888", "valioso"
"7889", "valioso"
"7890", "valor"
"7891", "valores"
"7892", "valores"
"7893", "desaparecer"
"7894", "vaidade"
"7895", "vencer"
"7896", "vasto"
"7897", "vastamente"
"7898", "vastidão"
"7899", "veemente"
"7900", "veementemente"
"7901", "venerável"
"7902", "venerably"
"7903", "venerar"
"7904", "vingança"
"7905", "vingativo"
"7906", "vingativo"
"7907", "vingança"
"7908", "veneno"
"7909", "veneno"
"7910", "venenoso"
"7911", "venenosamente"
"7912", "ventilação"
"7913", "ventilação"
"7914", "verificável"
"7915", "verdadeiro"
"7916", "versátil"
"7917", "versatilidade"
"7918", "muito"
"7919", "vestigios"
"7920", "vestígios"
"7921", "veto"
"7922", "veto"
"7923", "vex"
"7924", "vex"
"7925", "vexação"
"7926", "vexing"
"7927", "vexingly"
"7928", "viável"
"7929", "viabilidade"
"7930", "vibrante"
"7931", "vibrante"
"7932", "vice"
"7933", "vicioso"
"7934", "viciously"
"7935", "vício"
"7936", "vítima"
"7937", "vitorioso"
"7938", "vitória"
"7939", "vitória"
"7940", "vie"
"7941", "vista"
"7942", "vista"
"7943", "vista"
"7944", "pontos de vista"
"7945", "pontos de vista"
"7946", "vistas"
"7947", "vistas"
"7948", "vigilância"
"7949", "vigilantes"
"7950", "vigilante"
"7951", "vigoroso"
"7952", "vigorosamente"
"7953", "vil"
"7954", "vileness"
"7955", "vilify"
"7956", "vilão"
"7957", "vilmente"
"7958", "vilões"
"7959", "vilões"
"7960", "vilão"
"7961", "viliano"
"7962", "villianously"
"7963", "villify"
"7964", "reivindicar"
"7965", "vingativo"
"7966", "vingativo"
"7967", "vingança"
"7968", "vintage"
"7969", "violar"
"7970", "violação"
"7971", "violador"
"7972", "violador"
"7973", "violento"
"7974", "violentamente"
"7975", "víbora"
"7976", "virtude"
"7977", "virtuoso"
"7978", "virtuosamente"
"7979", "virulência"
"7980", "virulento"
"7981", "virulente"
"7982", "vírus"
"7983", "vírus"
"7984", "visionário"
"7985", "vital"
"7986", "vitalidade"
"7987", "vitalidade"
"7988", "vivaz"
"7989", "vívido"
"7990", "vocal"
"7991", "vocal"
"7992", "vocalmente"
"7993", "vociferante"
"7994", "vociferously"
"7995", "void"
"7996", "volátil"
"7997", "volatilidade"
"7998", "voluntariamente"
"7999", "voluntário"
"8000", "vómito"
"8001", "vómito"
"8002", "atestar"
"8003", "vouchsafe"
"8004", "voto"
"8005", "vulgar"
"8006", "vulnerável"
"8007", "vulnerável"
"8008", "lamento"
Palavras-chave "8009", "wallow"
"8010", "wane"
"8011", "waning"
"8012", "waning"
"8013", "quero"
Palavras-chave "8014"
"8015", "guerra"
"8016", "guerra"
"8017", "guerra-como"
"8018", "guerra-como"
"8019", "guerra"
"8020", "guerreiro"
"8021", "quente"
"8022", "caloroso"
"8023", "calorosamente"
"8024", "calor"
"8025", "aviso"
"8026", "aviso"
"8027", "urdidura"
"8028", "deformado"
"8029", "cuidado"
"8030", "cautelosamente"
"8031", "cautela"
"8032", "desperdício"
"8033", "desperdício"
"8034", "desperdício"
"8035", "desperdício"
"8036", "cão de guarda"
"8037", "cão de guarda"
"8038", "rebelde"
"8039", "fraco"
"8040", "enfraquecer"
"8041", "enfraquecimento"
"8042", "enfraquecimento"
"8043", "fraqueza"
"8044", "fraqueza"
"8045", "fraquezas"
"8046", "fraquezas"
"8047", "rico"
"8048", "cansaço"
"8049", "cansativo"
"8050", "cansado"
"8051", "cansado"
"8052", "cansado"
"8053", "cunha"
"8054", "cunha"
"8055", "pequenino"
"8056", "erva daninha"
"8057", "chorar"
"8058", "estranho"
"8059", "estranho"
"8060", "estranhamente"
"8061", "bem-vindo"
"8062", "boas-vindas"
"8063", "boas-vindas"
"8064", "boas-vindas"
"8065", "bem-estar"
"8066", "bem-estar"
"8067", "bem"
"8068", "bem"
"8069", "bem-estar"
"8070", "bem-estar"
"8071", "bem conectado"
"8072", "bem-educado"
"8073", "bem estabelecida"
"8074", "bem informado"
"8075", "bem-intencionado"
"8076", "bem gerido"
"8077", "bem posicionado"
"8078", "bem divulgado"
"8079", "bem recebido"
"8080", "bem-considerado"
"8081", "bem executado"
"8082", "pessoas bem-intencionadas"
"8083", "pessoas de negócios"
"8084", "bem-estar"
"8085", "bem-estar"
"8086", "qualquer"
"8087", "wheedle"
"8088", "sopro"
"8089", "sopro"
"8090", "choramingar"
"8091", "caprichoso"
"8092", "lamentação"
"8093", "lamentação"
"8094", "chicotes"
"8095", "chicotes"
"8096", "branco"
"8097", "sinceramente"
"8098", "saudável"
"8099", "perverso"
"8100", "perversamente"
"8101", "perversidade"
"8102", "largura"
"8103", "aberto"
"8104", "abrangente"
"8105", "generalizada"
"8106", "selvagem"
"8107", "selvagem"
"8108", "arranha-céus"
"8109", "vontade"
"8110", "vai"
"8111", "intencional"
"8112", "intencionalmente"
"8113", "disposto"
"8114", "boa vontade"
"8115", "boa vontade"
"8116", "wilt"
"8117", "astuto"
"8118", "wince"
"8119", "piscadela"
"8120", "piscadela"
"8121", "winnable"
"8122", "winnable"
"8123", "vencedores"
"8124", "vencedores"
"8125", "sabedoria"
"8126", "sabedoria"
"8127", "sábio"
"8128", "sábio"
"8129", "sabiamente"
"8130", "desejo"
"8131", "desejo"
"8132", "desejo"
"8133", "desejos"
"8134", "desejos"
"8135", "desejando"
"8136", "desejando"
"8137", "retido"
"8138", "reter"
"8139", "espirituoso"
"8140", "ai"
"8141", "woebegone"
"8142", "lamentável"
"8143", "lamentavelmente"
"8144", "maravilha"
"8145", "maravilhoso"
"8146", "maravilhoso"
"8147", "maravilhosamente"
"8148", "wonderous"
"8149", "maravilhosamente"
"8150", "maravilhoso"
"8151", "cortejar"
"8152", "trabalhável"
"8153", "mundo-famoso"
"8154", "desgastado"
"8155", "desgastado"
"8156", "preocupado"
"8157", "preocupado"
"8158", "preocupado"
"8159", "preocupa"
"8160", "preocupa"
"8161", "preocupante"
"8162", "preocupação"
"8163", "preocupação"
"8164", "preocupação"
"8165", "preocupante"
"8166", "preocupante"
"8167", "pior"
"8168", "piorar"
"8169", "piora"
"8170", "culto"
"8171", "pior"
"8172", "vale"
"8173", "vale"
"8174", "vale a pena"
"8175", "dignidade"
"8176", "sem valor"
"8177", "sem valor"
"8178", "worthlessness"
"8179", "vale a pena"
"8180", "digno"
"8181", "seria"
"8182", "ferida"
"8183", "ferida"
"8184", "ferida"
"8185", "feridas"
"8186", "feridas"
"8187", "uau"
"8188", "uau"
"8189", "naufrágio"
"8190", "naufrágio"
"8191", "wrangle"
"8192", "ira"
"8193", "wrest"
"8194", "lutar"
"8195", "miserável"
"8196", "miserável"
"8197", "miserável"
"8198", "miséria"
"8199", "retorcer"
"8200", "errado"
"8201", "errado"
"8202", "ilícito"
"8203", "erroneamente"
"8204", "trabalhado"
"8205", "trabalhado"
Palavras-chave "8206"
"8207", "bocejo"
"8208", "bocejo"
"8209", "sim"
"8210", "anseia"
"8211", "anseio"
"8212", "ansiosamente"
"8213", "yelp"
"8214", "sim"
"8215", "sim"
"8216", "jovem"
"8217", "zelo"
"8218", "fanático"
"8219", "zeloso"
"8220", "zelosamente"
"8221", "zenith"
"8222", "entusiasmo"




